nodes,group_size,rep,mode,payload_bytes,op_id,root,group_idx,size,legs,start_ns,complete_ns,duration_ns,matrix_path
1024,64,1,mcast,65536,1,230,0,65536,63,0,8651,8651,mtu_sweep/bcast_n1024_g64_r1_m65536.cm
1024,64,1,baseline,262144,1,230,0,262144,63,0,1365738,1365738,mtu_sweep/bcast_n1024_g64_r1_m262144.cm
1024,64,1,mcast,262144,1,230,0,262144,63,0,24364,24364,mtu_sweep/bcast_n1024_g64_r1_m262144.cm
1024,64,1,baseline,1048576,1,230,0,1048576,63,0,5453218,5453218,mtu_sweep/bcast_n1024_g64_r1_m1048576.cm
1024,64,1,mcast,1048576,1,230,0,1048576,63,0,87217,87217,mtu_sweep/bcast_n1024_g64_r1_m1048576.cm
1024,64,2,baseline,4096,1,583,0,4096,63,0,24533,24533,mtu_sweep/bcast_n1024_g64_r2_m4096.cm
1024,64,2,mcast,4096,1,583,0,4096,63,0,3582,3582,mtu_sweep/bcast_n1024_g64_r2_m4096.cm
1024,64,2,baseline,16384,1,583,0,16384,63,0,88400,88400,mtu_sweep/bcast_n1024_g64_r2_m16384.cm
1024,64,2,mcast,16384,1,583,0,16384,63,0,4596,4596,mtu_sweep/bcast_n1024_g64_r2_m16384.cm
1024,64,2,baseline,65536,1,583,0,65536,63,0,343868,343868,mtu_sweep/bcast_n1024_g64_r2_m65536.cm
1024,64,2,mcast,65536,1,583,0,65536,63,0,8651,8651,mtu_sweep/bcast_n1024_g64_r2_m65536.cm
1024,64,2,baseline,262144,1,583,0,262144,63,0,1365738,1365738,mtu_sweep/bcast_n1024_g64_r2_m262144.cm
1024,64,2,mcast,262144,1,583,0,262144,63,0,24364,24364,mtu_sweep/bcast_n1024_g64_r2_m262144.cm
1024,64,2,baseline,1048576,1,583,0,1048576,63,0,5453218,5453218,mtu_sweep/bcast_n1024_g64_r2_m1048576.cm
1024,64,2,mcast,1048576,1,583,0,1048576,63,0,87217,87217,mtu_sweep/bcast_n1024_g64_r2_m1048576.cm
