nodes,group_size,rep,mode,op_id,root,group_idx,size,legs,start_ns,complete_ns,duration_ns,matrix_path
1024,4,8,mcast,1,415,0,2048,3,0,3413,3413,bcast_sweep/bcast_n1024_g4_r8.cm
1024,4,9,baseline,1,884,0,2048,3,0,3751,3751,bcast_sweep/bcast_n1024_g4_r9.cm
1024,4,9,mcast,1,884,0,2048,3,0,3413,3413,bcast_sweep/bcast_n1024_g4_r9.cm
1024,8,0,baseline,1,12,0,2048,7,0,4427,4427,bcast_sweep/bcast_n1024_g8_r0.cm
1024,8,0,mcast,1,12,0,2048,7,0,3413,3413,bcast_sweep/bcast_n1024_g8_r0.cm
1024,8,1,baseline,1,278,0,2048,7,0,4427,4427,bcast_sweep/bcast_n1024_g8_r1.cm
1024,8,1,mcast,1,278,0,2048,7,0,3413,3413,bcast_sweep/bcast_n1024_g8_r1.cm
1024,8,2,baseline,1,155,0,2048,7,0,4427,4427,bcast_sweep/bcast_n1024_g8_r2.cm
1024,8,2,mcast,1,155,0,2048,7,0,3413,3413,bcast_sweep/bcast_n1024_g8_r2.cm
1024,8,3,baseline,1,791,0,2048,7,0,4427,4427,bcast_sweep/bcast_n1024_g8_r3.cm
1024,8,3,mcast,1,791,0,2048,7,0,3413,3413,bcast_sweep/bcast_n1024_g8_r3.cm
1024,8,4,baseline,1,517,0,2048,7,0,4427,4427,bcast_sweep/bcast_n1024_g8_r4.cm
1024,8,4,mcast,1,517,0,2048,7,0,3413,3413,bcast_sweep/bcast_n1024_g8_r4.cm
1024,8,5,baseline,1,677,0,2048,7,0,4427,4427,bcast_sweep/bcast_n1024_g8_r5.cm
1024,8,5,mcast,1,677,0,2048,7,0,3413,3413,bcast_sweep/bcast_n1024_g8_r5.cm
1024,8,6,baseline,1,518,0,2048,7,0,4427,4427,bcast_sweep/bcast_n1024_g8_r6.cm
1024,8,6,mcast,1,518,0,2048,7,0,3413,3413,bcast_sweep/bcast_n1024_g8_r6.cm
1024,8,7,baseline,1,465,0,2048,7,0,4427,4427,bcast_sweep/bcast_n1024_g8_r7.cm
1024,8,7,mcast,1,465,0,2048,7,0,3413,3413,bcast_sweep/bcast_n1024_g8_r7.cm
1024,8,8,baseline,1,799,0,2048,7,0,4427,4427,bcast_sweep/bcast_n1024_g8_r8.cm
1024,8,8,mcast,1,799,0,2048,7,0,3413,3413,bcast_sweep/bcast_n1024_g8_r8.cm
1024,8,9,baseline,1,371,0,2048,7,0,4427,4427,bcast_sweep/bcast_n1024_g8_r9.cm
1024,8,9,mcast,1,371,0,2048,7,0,3413,3413,bcast_sweep/bcast_n1024_g8_r9.cm
1024,16,0,baseline,1,383,0,2048,15,0,5779,5779,bcast_sweep/bcast_n1024_g16_r0.cm
1024,16,0,mcast,1,383,0,2048,15,0,3413,3413,bcast_sweep/bcast_n1024_g16_r0.cm
1024,16,1,baseline,1,221,0,2048,15,0,5779,5779,bcast_sweep/bcast_n1024_g16_r1.cm
1024,16,1,mcast,1,221,0,2048,15,0,3413,3413,bcast_sweep/bcast_n1024_g16_r1.cm
1024,16,2,baseline,1,111,0,2048,15,0,5779,5779,bcast_sweep/bcast_n1024_g16_r2.cm
1024,16,2,mcast,1,111,0,2048,15,0,3413,3413,bcast_sweep/bcast_n1024_g16_r2.cm
1024,16,3,baseline,1,214,0,2048,15,0,5779,5779,bcast_sweep/bcast_n1024_g16_r3.cm
1024,16,3,mcast,1,214,0,2048,15,0,3413,3413,bcast_sweep/bcast_n1024_g16_r3.cm
1024,16,4,baseline,1,252,0,2048,15,0,5779,5779,bcast_sweep/bcast_n1024_g16_r4.cm
1024,16,4,mcast,1,252,0,2048,15,0,3413,3413,bcast_sweep/bcast_n1024_g16_r4.cm
1024,16,5,baseline,1,358,0,2048,15,0,5779,5779,bcast_sweep/bcast_n1024_g16_r5.cm
1024,16,5,mcast,1,358,0,2048,15,0,3413,3413,bcast_sweep/bcast_n1024_g16_r5.cm
1024,16,6,baseline,1,747,0,2048,15,0,5779,5779,bcast_sweep/bcast_n1024_g16_r6.cm
1024,16,6,mcast,1,747,0,2048,15,0,3413,3413,bcast_sweep/bcast_n1024_g16_r6.cm
1024,16,7,baseline,1,740,0,2048,15,0,5779,5779,bcast_sweep/bcast_n1024_g16_r7.cm
1024,16,7,mcast,1,740,0,2048,15,0,3413,3413,bcast_sweep/bcast_n1024_g16_r7.cm
1024,16,8,baseline,1,508,0,2048,15,0,5610,5610,bcast_sweep/bcast_n1024_g16_r8.cm
1024,16,8,mcast,1,508,0,2048,15,0,3413,3413,bcast_sweep/bcast_n1024_g16_r8.cm
1024,16,9,baseline,1,791,0,2048,15,0,5779,5779,bcast_sweep/bcast_n1024_g16_r9.cm
1024,16,9,mcast,1,791,0,2048,15,0,3413,3413,bcast_sweep/bcast_n1024_g16_r9.cm
1024,32,0,baseline,1,45,0,2048,31,0,8482,8482,bcast_sweep/bcast_n1024_g32_r0.cm
1024,32,0,mcast,1,45,0,2048,31,0,3413,3413,bcast_sweep/bcast_n1024_g32_r0.cm
1024,32,1,baseline,1,194,0,2048,31,0,8482,8482,bcast_sweep/bcast_n1024_g32_r1.cm
1024,32,1,mcast,1,194,0,2048,31,0,3413,3413,bcast_sweep/bcast_n1024_g32_r1.cm
1024,32,2,baseline,1,135,0,2048,31,0,8482,8482,bcast_sweep/bcast_n1024_g32_r2.cm
1024,32,2,mcast,1,135,0,2048,31,0,3413,3413,bcast_sweep/bcast_n1024_g32_r2.cm
1024,32,3,baseline,1,921,0,2048,31,0,8482,8482,bcast_sweep/bcast_n1024_g32_r3.cm
1024,32,3,mcast,1,921,0,2048,31,0,3413,3413,bcast_sweep/bcast_n1024_g32_r3.cm
1024,32,4,baseline,1,502,0,2048,31,0,8482,8482,bcast_sweep/bcast_n1024_g32_r4.cm
1024,32,4,mcast,1,502,0,2048,31,0,3413,3413,bcast_sweep/bcast_n1024_g32_r4.cm
1024,32,5,baseline,1,516,0,2048,31,0,8482,8482,bcast_sweep/bcast_n1024_g32_r5.cm
1024,32,5,mcast,1,516,0,2048,31,0,3413,3413,bcast_sweep/bcast_n1024_g32_r5.cm
1024,32,6,baseline,1,336,0,2048,31,0,8144,8144,bcast_sweep/bcast_n1024_g32_r6.cm
1024,32,6,mcast,1,336,0,2048,31,0,3413,3413,bcast_sweep/bcast_n1024_g32_r6.cm
1024,32,7,baseline,1,160,0,2048,31,0,8482,8482,bcast_sweep/bcast_n1024_g32_r7.cm
1024,32,7,mcast,1,160,0,2048,31,0,3413,3413,bcast_sweep/bcast_n1024_g32_r7.cm
1024,32,8,baseline,1,921,0,2048,31,0,8482,8482,bcast_sweep/bcast_n1024_g32_r8.cm
1024,32,8,mcast,1,921,0,2048,31,0,3413,3413,bcast_sweep/bcast_n1024_g32_r8.cm
1024,32,9,baseline,1,324,0,2048,31,0,8482,8482,bcast_sweep/bcast_n1024_g32_r9.cm
1024,32,9,mcast,1,324,0,2048,31,0,3413,3413,bcast_sweep/bcast_n1024_g32_r9.cm
1024,64,0,baseline,1,730,0,2048,63,0,13889,13889,bcast_sweep/bcast_n1024_g64_r0.cm
1024,64,0,mcast,1,730,0,2048,63,0,3413,3413,bcast_sweep/bcast_n1024_g64_r0.cm
1024,64,1,baseline,1,254,0,2048,63,0,13889,13889,bcast_sweep/bcast_n1024_g64_r1.cm
1024,64,1,mcast,1,254,0,2048,63,0,3413,3413,bcast_sweep/bcast_n1024_g64_r1.cm
1024,64,2,baseline,1,508,0,2048,63,0,13889,13889,bcast_sweep/bcast_n1024_g64_r2.cm
1024,64,2,mcast,1,508,0,2048,63,0,3413,3413,bcast_sweep/bcast_n1024_g64_r2.cm
1024,64,3,baseline,1,999,0,2048,63,0,13889,13889,bcast_sweep/bcast_n1024_g64_r3.cm
1024,64,3,mcast,1,999,0,2048,63,0,3413,3413,bcast_sweep/bcast_n1024_g64_r3.cm
1024,64,4,baseline,1,626,0,2048,63,0,13889,13889,bcast_sweep/bcast_n1024_g64_r4.cm
1024,64,4,mcast,1,626,0,2048,63,0,3413,3413,bcast_sweep/bcast_n1024_g64_r4.cm
1024,64,5,baseline,1,414,0,2048,63,0,13889,13889,bcast_sweep/bcast_n1024_g64_r5.cm
1024,64,5,mcast,1,414,0,2048,63,0,3413,3413,bcast_sweep/bcast_n1024_g64_r5.cm
1024,64,6,baseline,1,912,0,2048,63,0,13889,13889,bcast_sweep/bcast_n1024_g64_r6.cm
1024,64,6,mcast,1,912,0,2048,63,0,3413,3413,bcast_sweep/bcast_n1024_g64_r6.cm
1024,64,7,baseline,1,636,0,2048,63,0,13889,13889,bcast_sweep/bcast_n1024_g64_r7.cm
1024,64,7,mcast,1,636,0,2048,63,0,3413,3413,bcast_sweep/bcast_n1024_g64_r7.cm
1024,64,8,baseline,1,948,0,2048,63,0,13889,13889,bcast_sweep/bcast_n1024_g64_r8.cm
1024,64,8,mcast,1,948,0,2048,63,0,3413,3413,bcast_sweep/bcast_n1024_g64_r8.cm
1024,64,9,baseline,1,524,0,2048,63,0,13889,13889,bcast_sweep/bcast_n1024_g64_r9.cm
1024,64,9,mcast,1,524,0,2048,63,0,3413,3413,bcast_sweep/bcast_n1024_g64_r9.cm
1024,128,0,baseline,1,862,0,2048,127,0,24702,24702,bcast_sweep/bcast_n1024_g128_r0.cm
1024,128,0,mcast,1,862,0,2048,127,0,3413,3413,bcast_sweep/bcast_n1024_g128_r0.cm
1024,128,1,baseline,1,829,0,2048,127,0,24702,24702,bcast_sweep/bcast_n1024_g128_r1.cm
1024,128,1,mcast,1,829,0,2048,127,0,3413,3413,bcast_sweep/bcast_n1024_g128_r1.cm
1024,128,2,baseline,1,93,0,2048,127,0,24702,24702,bcast_sweep/bcast_n1024_g128_r2.cm
1024,128,2,mcast,1,93,0,2048,127,0,3413,3413,bcast_sweep/bcast_n1024_g128_r2.cm
1024,128,3,baseline,1,882,0,2048,127,0,24702,24702,bcast_sweep/bcast_n1024_g128_r3.cm
1024,128,3,mcast,1,882,0,2048,127,0,3413,3413,bcast_sweep/bcast_n1024_g128_r3.cm
1024,128,4,baseline,1,574,0,2048,127,0,24702,24702,bcast_sweep/bcast_n1024_g128_r4.cm
1024,128,4,mcast,1,574,0,2048,127,0,3413,3413,bcast_sweep/bcast_n1024_g128_r4.cm
1024,128,5,baseline,1,170,0,2048,127,0,24702,24702,bcast_sweep/bcast_n1024_g128_r5.cm
1024,128,5,mcast,1,170,0,2048,127,0,3413,3413,bcast_sweep/bcast_n1024_g128_r5.cm
1024,128,6,baseline,1,755,0,2048,127,0,24702,24702,bcast_sweep/bcast_n1024_g128_r6.cm
1024,128,6,mcast,1,755,0,2048,127,0,3413,3413,bcast_sweep/bcast_n1024_g128_r6.cm
1024,128,7,baseline,1,642,0,2048,127,0,24702,24702,bcast_sweep/bcast_n1024_g128_r7.cm
1024,128,7,mcast,1,642,0,2048,127,0,3413,3413,bcast_sweep/bcast_n1024_g128_r7.cm
1024,128,8,baseline,1,690,0,2048,127,0,24533,24533,bcast_sweep/bcast_n1024_g128_r8.cm
1024,128,8,mcast,1,690,0,2048,127,0,3413,3413,bcast_sweep/bcast_n1024_g128_r8.cm
1024,128,9,baseline,1,721,0,2048,127,0,24702,24702,bcast_sweep/bcast_n1024_g128_r9.cm
1024,128,9,mcast,1,721,0,2048,127,0,3413,3413,bcast_sweep/bcast_n1024_g128_r9.cm
1024,256,0,baseline,1,815,0,2048,255,0,46329,46329,bcast_sweep/bcast_n1024_g256_r0.cm
1024,256,0,mcast,1,815,0,2048,255,0,3413,3413,bcast_sweep/bcast_n1024_g256_r0.cm
1024,256,1,baseline,1,675,0,2048,255,0,46329,46329,bcast_sweep/bcast_n1024_g256_r1.cm
1024,256,1,mcast,1,675,0,2048,255,0,3413,3413,bcast_sweep/bcast_n1024_g256_r1.cm
1024,256,2,baseline,1,760,0,2048,255,0,46329,46329,bcast_sweep/bcast_n1024_g256_r2.cm
1024,256,2,mcast,1,760,0,2048,255,0,3413,3413,bcast_sweep/bcast_n1024_g256_r2.cm
1024,256,3,baseline,1,739,0,2048,255,0,46329,46329,bcast_sweep/bcast_n1024_g256_r3.cm
1024,256,3,mcast,1,739,0,2048,255,0,3413,3413,bcast_sweep/bcast_n1024_g256_r3.cm
1024,256,4,baseline,1,159,0,2048,255,0,46329,46329,bcast_sweep/bcast_n1024_g256_r4.cm
1024,256,4,mcast,1,159,0,2048,255,0,3413,3413,bcast_sweep/bcast_n1024_g256_r4.cm
1024,256,5,baseline,1,364,0,2048,255,0,46329,46329,bcast_sweep/bcast_n1024_g256_r5.cm
1024,256,5,mcast,1,364,0,2048,255,0,3413,3413,bcast_sweep/bcast_n1024_g256_r5.cm
1024,256,6,baseline,1,739,0,2048,255,0,46329,46329,bcast_sweep/bcast_n1024_g256_r6.cm
1024,256,6,mcast,1,739,0,2048,255,0,3413,3413,bcast_sweep/bcast_n1024_g256_r6.cm
1024,256,7,baseline,1,179,0,2048,255,0,46329,46329,bcast_sweep/bcast_n1024_g256_r7.cm
1024,256,7,mcast,1,179,0,2048,255,0,3413,3413,bcast_sweep/bcast_n1024_g256_r7.cm
1024,256,8,baseline,1,72,0,2048,255,0,46329,46329,bcast_sweep/bcast_n1024_g256_r8.cm
1024,256,8,mcast,1,72,0,2048,255,0,3413,3413,bcast_sweep/bcast_n1024_g256_r8.cm
1024,256,9,baseline,1,939,0,2048,255,0,46329,46329,bcast_sweep/bcast_n1024_g256_r9.cm
1024,256,9,mcast,1,939,0,2048,255,0,3413,3413,bcast_sweep/bcast_n1024_g256_r9.cm
1024,512,0,baseline,1,702,0,2048,511,0,89583,89583,bcast_sweep/bcast_n1024_g512_r0.cm
1024,512,0,mcast,1,702,0,2048,511,0,3413,3413,bcast_sweep/bcast_n1024_g512_r0.cm
1024,512,1,baseline,1,111,0,2048,511,0,89583,89583,bcast_sweep/bcast_n1024_g512_r1.cm
1024,512,1,mcast,1,111,0,2048,511,0,3413,3413,bcast_sweep/bcast_n1024_g512_r1.cm
1024,512,2,baseline,1,271,0,2048,511,0,89583,89583,bcast_sweep/bcast_n1024_g512_r2.cm
1024,512,2,mcast,1,271,0,2048,511,0,3413,3413,bcast_sweep/bcast_n1024_g512_r2.cm
1024,512,3,baseline,1,989,0,2048,511,0,89583,89583,bcast_sweep/bcast_n1024_g512_r3.cm
1024,512,3,mcast,1,989,0,2048,511,0,3413,3413,bcast_sweep/bcast_n1024_g512_r3.cm
1024,512,4,baseline,1,146,0,2048,511,0,89583,89583,bcast_sweep/bcast_n1024_g512_r4.cm
1024,512,4,mcast,1,146,0,2048,511,0,3413,3413,bcast_sweep/bcast_n1024_g512_r4.cm
1024,512,5,baseline,1,736,0,2048,511,0,89583,89583,bcast_sweep/bcast_n1024_g512_r5.cm
1024,512,5,mcast,1,736,0,2048,511,0,3413,3413,bcast_sweep/bcast_n1024_g512_r5.cm
1024,512,6,baseline,1,495,0,2048,511,0,89583,89583,bcast_sweep/bcast_n1024_g512_r6.cm
1024,512,6,mcast,1,495,0,2048,511,0,3413,3413,bcast_sweep/bcast_n1024_g512_r6.cm
1024,512,7,baseline,1,881,0,2048,511,0,89583,89583,bcast_sweep/bcast_n1024_g512_r7.cm
1024,512,7,mcast,1,881,0,2048,511,0,3413,3413,bcast_sweep/bcast_n1024_g512_r7.cm
1024,512,8,baseline,1,205,0,2048,511,0,89583,89583,bcast_sweep/bcast_n1024_g512_r8.cm
1024,512,8,mcast,1,205,0,2048,511,0,3413,3413,bcast_sweep/bcast_n1024_g512_r8.cm
1024,512,9,baseline,1,487,0,2048,511,0,89583,89583,bcast_sweep/bcast_n1024_g512_r9.cm
1024,512,9,mcast,1,487,0,2048,511,0,3413,3413,bcast_sweep/bcast_n1024_g512_r9.cm
1024,1024,0,baseline,1,448,0,2048,1023,0,176090,176090,bcast_sweep/bcast_n1024_g1024_r0.cm
1024,1024,0,mcast,1,448,0,2048,1023,0,3413,3413,bcast_sweep/bcast_n1024_g1024_r0.cm
1024,1024,1,baseline,1,62,0,2048,1023,0,176090,176090,bcast_sweep/bcast_n1024_g1024_r1.cm
1024,1024,1,mcast,1,62,0,2048,1023,0,3413,3413,bcast_sweep/bcast_n1024_g1024_r1.cm
1024,1024,2,baseline,1,508,0,2048,1023,0,176090,176090,bcast_sweep/bcast_n1024_g1024_r2.cm
1024,1024,2,mcast,1,508,0,2048,1023,0,3413,3413,bcast_sweep/bcast_n1024_g1024_r2.cm
1024,1024,3,baseline,1,981,0,2048,1023,0,176090,176090,bcast_sweep/bcast_n1024_g1024_r3.cm
1024,1024,3,mcast,1,981,0,2048,1023,0,3413,3413,bcast_sweep/bcast_n1024_g1024_r3.cm
1024,1024,4,baseline,1,609,0,2048,1023,0,176090,176090,bcast_sweep/bcast_n1024_g1024_r4.cm
1024,1024,4,mcast,1,609,0,2048,1023,0,3413,3413,bcast_sweep/bcast_n1024_g1024_r4.cm
1024,1024,5,baseline,1,649,0,2048,1023,0,175921,175921,bcast_sweep/bcast_n1024_g1024_r5.cm
1024,1024,5,mcast,1,649,0,2048,1023,0,3413,3413,bcast_sweep/bcast_n1024_g1024_r5.cm
1024,1024,6,baseline,1,409,0,2048,1023,0,176090,176090,bcast_sweep/bcast_n1024_g1024_r6.cm
1024,1024,6,mcast,1,409,0,2048,1023,0,3413,3413,bcast_sweep/bcast_n1024_g1024_r6.cm
1024,1024,7,baseline,1,201,0,2048,1023,0,175921,175921,bcast_sweep/bcast_n1024_g1024_r7.cm
1024,1024,7,mcast,1,201,0,2048,1023,0,3413,3413,bcast_sweep/bcast_n1024_g1024_r7.cm
1024,1024,8,baseline,1,41,0,2048,1023,0,176090,176090,bcast_sweep/bcast_n1024_g1024_r8.cm
1024,1024,8,mcast,1,41,0,2048,1023,0,3413,3413,bcast_sweep/bcast_n1024_g1024_r8.cm
1024,1024,9,baseline,1,989,0,2048,1023,0,176090,176090,bcast_sweep/bcast_n1024_g1024_r9.cm
1024,1024,9,mcast,1,989,0,2048,1023,0,3413,3413,bcast_sweep/bcast_n1024_g1024_r9.cm
