nodes,group_size,rep,mode,payload_bytes,op_id,root,group_idx,size,legs,start_ns,complete_ns,duration_ns,matrix_path,link_crosses
16,2,24,baseline,,1,9,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r24.cm,11
16,2,24,mcast,,1,9,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r24.cm,11
16,2,25,baseline,,1,6,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r25.cm,11
16,2,25,mcast,,1,6,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r25.cm,11
16,2,26,baseline,,1,8,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r26.cm,11
16,2,26,mcast,,1,8,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r26.cm,11
16,2,27,baseline,,1,14,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r27.cm,11
16,2,27,mcast,,1,14,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r27.cm,11
16,2,28,baseline,,1,1,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r28.cm,11
16,2,28,mcast,,1,1,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r28.cm,11
16,2,29,baseline,,1,8,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r29.cm,11
16,2,29,mcast,,1,8,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r29.cm,11
16,2,30,baseline,,1,10,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r30.cm,11
16,2,30,mcast,,1,10,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r30.cm,11
16,2,31,baseline,,1,11,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r31.cm,11
16,2,31,mcast,,1,11,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r31.cm,11
16,2,32,baseline,,1,13,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r32.cm,11
16,2,32,mcast,,1,13,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r32.cm,11
16,2,33,baseline,,1,3,0,2048,1,0,2275,2275,bcast_sweep/bcast_n16_g2_r33.cm,7
16,2,33,mcast,,1,3,0,2048,1,0,2275,2275,bcast_sweep/bcast_n16_g2_r33.cm,7
16,2,34,baseline,,1,11,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r34.cm,11
16,2,34,mcast,,1,11,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r34.cm,11
16,2,35,baseline,,1,5,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r35.cm,11
16,2,35,mcast,,1,5,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r35.cm,11
16,2,36,baseline,,1,14,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r36.cm,11
16,2,36,mcast,,1,14,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r36.cm,11
16,2,37,baseline,,1,1,0,2048,1,0,2275,2275,bcast_sweep/bcast_n16_g2_r37.cm,7
16,2,37,mcast,,1,1,0,2048,1,0,2275,2275,bcast_sweep/bcast_n16_g2_r37.cm,7
16,2,38,baseline,,1,4,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r38.cm,11
16,2,38,mcast,,1,4,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r38.cm,11
16,2,39,baseline,,1,7,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r39.cm,11
16,2,39,mcast,,1,7,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r39.cm,11
16,2,40,baseline,,1,15,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r40.cm,11
16,2,40,mcast,,1,15,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r40.cm,11
16,2,41,baseline,,1,6,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r41.cm,11
16,2,41,mcast,,1,6,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r41.cm,11
16,2,42,baseline,,1,5,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r42.cm,11
16,2,42,mcast,,1,5,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r42.cm,11
16,2,43,baseline,,1,6,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r43.cm,11
16,2,43,mcast,,1,6,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r43.cm,11
16,2,44,baseline,,1,4,0,2048,1,0,2275,2275,bcast_sweep/bcast_n16_g2_r44.cm,7
16,2,44,mcast,,1,4,0,2048,1,0,2275,2275,bcast_sweep/bcast_n16_g2_r44.cm,7
16,2,45,baseline,,1,6,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r45.cm,11
16,2,45,mcast,,1,6,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r45.cm,11
16,2,46,baseline,,1,8,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r46.cm,11
16,2,46,mcast,,1,8,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r46.cm,11
16,2,47,baseline,,1,15,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r47.cm,11
16,2,47,mcast,,1,15,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r47.cm,11
16,2,48,baseline,,1,2,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r48.cm,11
16,2,48,mcast,,1,2,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r48.cm,11
16,2,49,baseline,,1,13,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r49.cm,11
16,2,49,mcast,,1,13,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r49.cm,11
16,2,50,baseline,,1,8,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r50.cm,11
16,2,50,mcast,,1,8,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r50.cm,11
16,2,51,baseline,,1,15,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r51.cm,11
16,2,51,mcast,,1,15,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r51.cm,11
16,2,52,baseline,,1,9,0,2048,1,0,1137,1137,bcast_sweep/bcast_n16_g2_r52.cm,3
16,2,52,mcast,,1,9,0,2048,1,0,1137,1137,bcast_sweep/bcast_n16_g2_r52.cm,3
16,2,53,baseline,,1,13,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r53.cm,11
16,2,53,mcast,,1,13,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r53.cm,11
16,2,54,baseline,,1,7,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r54.cm,11
16,2,54,mcast,,1,7,0,2048,1,0,3413,3413,bcast_sweep/bcast_n16_g2_r54.cm,11
16,2,55,baseline,,1,6,0,2048,1,0,2275,2275,bcast_sweep/bcast_n16_g2_r55.cm,7
16,2,55,mcast,,1,6,0,2048,1,0,2275,2275,bcast_sweep/bcast_n16_g2_r55.cm,7
16,2,56,baseline,,1,11,0,2048,1,0,1137,1137,bcast_sweep/bcast_n16_g2_r56.cm,3
16,2,56,mcast,,1,11,0,2048,1,0,1137,1137,bcast_sweep/bcast_n16_g2_r56.cm,3
