group_size,msg_bytes,inc_ns,ring_ns,rdouble_ns,ideal_ring_ns,speedup,speedup_vs_ideal,speedup_rdouble,inc_synced_ns,speedup_synced,ring_bytes_per_rank,drops,topo,linkspeed_mbps,reduce_compute_ns,hop_oneway_ns,analytic_rate_bns,inc_sync_rtt_ns
16,4096,1417,78507,20936,19515.6,55.404,13.772,14.775,4017,19.544,7680,0,scaleup_single_switch_16_3600Gbps.topo,3600000,100,1300,492.3,2600
16,16384,1442,78507,20952,19562.4,54.443,13.566,14.530,4042,19.423,30720,0,scaleup_single_switch_16_3600Gbps.topo,3600000,100,1300,492.3,2600
16,65536,1542,78507,21119,19749.6,50.912,12.808,13.696,4142,18.954,122880,0,scaleup_single_switch_16_3600Gbps.topo,3600000,100,1300,492.3,2600
16,262144,1941,79256,24655,20498.4,40.833,10.561,12.702,4541,17.453,491520,0,scaleup_single_switch_16_3600Gbps.topo,3600000,100,1300,492.3,2600
16,1048576,3539,84754,63409,23493.7,23.949,6.639,17.917,6139,13.806,1966080,0,scaleup_single_switch_16_3600Gbps.topo,3600000,100,1300,492.3,2600
16,4194304,9929,316806,242367,35474.6,31.907,3.573,24.410,12529,25.286,7864320,0,scaleup_single_switch_16_3600Gbps.topo,3600000,100,1300,492.3,2600
